Product_ID,Product_Category,Retail_Price,Seasonal,Material,Color,Units_Sold
97636,Home & Garden,204.25,Yes,Leather,Yellow,19
62317,Sports,73.28,No,Plastic,Red,30
59029,Home & Garden,316.86,Yes,Cotton,Green,76
58482,Home & Garden,366.69,Yes,Wood,Green,95
18238,Health,328.45,No,Wood,White,3
34814,Sports,368.67,Yes,Wood,Black,7
47918,Home & Garden,410.05,No,Cotton,Blue,46
6493,Clothing,285.56,No,Wood,Red,34
70404,Sports,461.49,No,Wood,Red,25
72595,Clothing,131.51,Yes,Metal,Black,78
59364,Electronics,270.05,Yes,Plastic,Green,33
85867,Electronics,68.95,Yes,Leather,Green,6
56275,Sports,282.29,Yes,Wood,Red,86
74421,Home & Garden,38.53,No,Cotton,Red,15
19339,Health,306.16,No,Plastic,Red,90
91917,Health,95.91,No,Wood,Black,94
90221,Sports,328.4,No,Cotton,White,52
41605,Clothing,402.81,Yes,Metal,Green,39
86627,Clothing,435.21,No,Wood,Yellow,8
10350,Health,41.22,Yes,Metal,Blue,59
2609,Home & Garden,486.26,Yes,Plastic,Black,36
26682,Clothing,363.84,No,Metal,Black,3
11223,Electronics,347.06,No,Wood,Red,1
24666,Electronics,267.22,Yes,Cotton,Yellow,44
76365,Clothing,202.83,No,Wood,Yellow,59
42164,Home & Garden,27.54,Yes,Metal,White,27
11688,Clothing,265.08,Yes,Cotton,Black,15
7368,Electronics,77.96,Yes,Wood,Blue,29
39345,Home & Garden,146.29,Yes,Plastic,White,66
530,Health,170.09,No,Cotton,Green,37
29102,Home & Garden,64.15,Yes,Metal,Yellow,89
49973,Health,483.06,No,Leather,Red,22
22414,Home & Garden,462.44,Yes,Leather,Green,53
9822,Home & Garden,175.96,No,Plastic,White,80
28841,Clothing,401.4,Yes,Wood,Black,57
57463,Electronics,401.27,Yes,Wood,Blue,16
83610,Home & Garden,474.64,Yes,Wood,White,32
68389,Health,439.33,No,Metal,Green,75
97434,Electronics,251.35,No,Leather,Black,19
28232,Health,345.74,Yes,Leather,White,3
98913,Clothing,314.53,Yes,Plastic,Green,44
44827,Clothing,404.36,No,Leather,Blue,39
6141,Health,289.2,Yes,Leather,Black,96
43156,Sports,213.67,Yes,Cotton,White,34
54065,Clothing,436.15,No,Metal,Blue,86
56125,Electronics,224.95,No,Wood,Green,22
44314,Home & Garden,440.02,Yes,Leather,Yellow,72
23213,Home & Garden,100.1,No,Wood,Black,93
45707,Sports,255.75,Yes,Plastic,Blue,65
55987,Electronics,336.91,Yes,Leather,Black,68
26015,Sports,219.9,Yes,Wood,Yellow,90
86168,Home & Garden,271.82,No,Cotton,Blue,12
65484,Sports,317.76,Yes,Plastic,White,86
60840,Electronics,152.66,Yes,Wood,Yellow,7
48319,Clothing,343.17,No,Wood,Red,49
1707,Electronics,290.3,Yes,Leather,Blue,4
6287,Clothing,406.72,Yes,Metal,White,57
90397,Clothing,456.18,Yes,Wood,White,34
43984,Health,347.25,Yes,Leather,Green,15
92759,Sports,396.88,Yes,Plastic,Black,57
40844,Health,250.22,Yes,Wood,Green,31
38470,Clothing,125.43,Yes,Cotton,Red,43
72550,Home & Garden,183.79,Yes,Wood,Black,52
56855,Home & Garden,172.95,No,Plastic,Yellow,52
20388,Health,47.26,No,Wood,Green,98
59276,Clothing,270.52,Yes,Cotton,Green,13
35571,Electronics,89.24,Yes,Leather,Red,80
78017,Health,247.82,No,Metal,Yellow,97
25088,Sports,301.61,Yes,Plastic,Black,78
36034,Home & Garden,303.9,Yes,Plastic,Red,31
59973,Home & Garden,107.37,Yes,Wood,Blue,36
22019,Clothing,16.04,No,Cotton,Blue,82
604,Sports,153.32,Yes,Leather,Blue,5
4357,Sports,378.27,No,Metal,Green,27
77691,Sports,390.58,No,Wood,Black,32
28895,Sports,420.03,No,Leather,White,54
61267,Home & Garden,144.23,Yes,Metal,White,75
99325,Sports,210.0,Yes,Cotton,Green,84
53739,Sports,291.78,Yes,Wood,Green,16
18218,Clothing,136.02,Yes,Leather,Black,72
9301,Clothing,80.27,Yes,Cotton,Black,42
78884,Clothing,310.86,No,Cotton,Green,81
47105,Health,363.53,No,Cotton,Blue,99
49575,Home & Garden,149.77,Yes,Plastic,Red,21
6265,Health,75.03,No,Wood,White,57
67475,Clothing,155.88,No,Cotton,Red,82
89915,Electronics,27.5,Yes,Cotton,Blue,31
54173,Electronics,478.51,Yes,Cotton,Yellow,31
23177,Health,120.59,No,Leather,Black,91
19286,Sports,139.93,No,Wood,White,11
53013,Home & Garden,206.3,Yes,Metal,White,39
34673,Clothing,231.55,Yes,Cotton,White,34
13631,Sports,172.2,Yes,Cotton,Black,46
6217,Home & Garden,89.96,Yes,Cotton,White,62
59767,Electronics,80.35,Yes,Plastic,Yellow,66
34219,Health,389.72,Yes,Plastic,Green,39
31402,Clothing,309.74,No,Wood,Blue,39
37936,Health,233.59,No,Wood,White,94
97288,Sports,428.97,No,Wood,Blue,67
55122,Home & Garden,243.22,No,Plastic,Green,35
75999,Sports,382.86,No,Cotton,Blue,69
51288,Sports,325.34,Yes,Wood,Green,16
78731,Sports,59.48,No,Leather,Green,71
85591,Electronics,497.37,Yes,Cotton,Red,28
64302,Home & Garden,349.6,No,Metal,White,43
64886,Sports,174.18,No,Plastic,Blue,31
79128,Electronics,49.44,Yes,Cotton,Yellow,90
20151,Home & Garden,175.08,No,Plastic,Green,94
51977,Clothing,29.89,Yes,Wood,Blue,2
78060,Clothing,162.06,Yes,Plastic,Black,99
10829,Clothing,70.73,Yes,Leather,Blue,2
26136,Electronics,416.99,Yes,Wood,Blue,27
2762,Electronics,427.19,Yes,Leather,Green,52
8943,Electronics,438.52,Yes,Leather,White,33
87802,Sports,365.56,Yes,Plastic,Red,7
87729,Home & Garden,83.31,Yes,Metal,Blue,67
41826,Home & Garden,313.94,No,Plastic,Blue,63
38254,Home & Garden,333.3,No,Cotton,Blue,27
51376,Home & Garden,120.79,Yes,Wood,Black,90
66150,Electronics,28.19,No,Metal,Blue,86
24763,Clothing,287.65,Yes,Wood,Black,77
61174,Home & Garden,262.85,Yes,Wood,Blue,99
75155,Home & Garden,388.75,No,Leather,Green,35
11057,Clothing,219.2,No,Wood,Blue,87
68977,Home & Garden,283.12,Yes,Leather,Blue,94
59846,Home & Garden,314.41,No,Leather,White,91
34422,Clothing,345.57,Yes,Wood,Red,85
87364,Sports,371.72,Yes,Wood,Green,8
87430,Health,234.1,No,Metal,Red,39
34772,Clothing,69.8,Yes,Wood,Blue,3
33409,Health,92.99,No,Leather,Blue,67
63400,Electronics,487.11,No,Plastic,Black,59
94402,Health,400.23,No,Metal,Black,11
62263,Electronics,314.52,No,Leather,White,96
18829,Sports,292.63,No,Wood,Red,14
59264,Clothing,469.25,Yes,Plastic,Red,25
44463,Sports,408.64,No,Leather,Blue,23
73896,Sports,425.37,Yes,Metal,White,86
86962,Home & Garden,416.88,No,Leather,Red,25
77018,Clothing,43.63,Yes,Leather,Black,5
59022,Electronics,115.41,No,Leather,Yellow,7
25879,Sports,80.16,Yes,Plastic,Yellow,97
65648,Health,332.36,Yes,Wood,Green,16
15843,Clothing,81.56,No,Leather,Yellow,36
71693,Clothing,432.33,No,Plastic,Green,23
65031,Home & Garden,466.04,Yes,Cotton,Yellow,55
991,Clothing,367.19,No,Wood,White,5
6226,Clothing,239.77,Yes,Plastic,Black,31
51721,Sports,375.83,Yes,Metal,Yellow,45
50624,Clothing,54.61,No,Plastic,Blue,37
80997,Health,351.45,Yes,Leather,Blue,34
96884,Home & Garden,103.16,Yes,Leather,Black,77
92936,Electronics,259.16,Yes,Metal,Red,43
94397,Home & Garden,220.71,No,Cotton,White,43
3704,Home & Garden,323.75,Yes,Leather,Blue,24
30839,Home & Garden,499.55,No,Plastic,Black,18
92542,Electronics,319.95,No,Cotton,Black,64
81899,Health,104.47,Yes,Metal,Red,2
22750,Sports,72.71,Yes,Cotton,Green,17
62204,Electronics,58.01,No,Cotton,Green,4
65458,Clothing,338.14,No,Cotton,Yellow,48
69411,Sports,43.4,Yes,Leather,Yellow,9
17877,Home & Garden,211.78,No,Metal,Blue,48
42471,Electronics,103.37,Yes,Metal,Black,55
79337,Sports,338.51,No,Leather,White,55
42124,Health,470.54,No,Plastic,Green,52
88177,Electronics,290.65,No,Plastic,Blue,68
13801,Clothing,108.47,No,Cotton,Black,24
30280,Sports,487.28,No,Plastic,Blue,63
3062,Clothing,106.8,Yes,Metal,White,82
13553,Sports,202.05,Yes,Wood,White,12
60812,Electronics,331.21,Yes,Leather,Blue,10
20105,Clothing,313.26,Yes,Metal,Yellow,97
9953,Health,221.54,No,Metal,Blue,80
92514,Health,72.65,No,Leather,Yellow,52
4415,Clothing,239.76,Yes,Metal,Red,41
38317,Clothing,483.56,No,Cotton,Yellow,29
6224,Electronics,405.23,No,Wood,Green,57
476,Health,429.83,Yes,Plastic,Blue,55
40036,Sports,258.72,No,Leather,White,42
70521,Health,212.21,Yes,Wood,White,63
91392,Clothing,245.11,No,Plastic,Red,46
92006,Health,470.2,Yes,Plastic,White,18
38667,Electronics,230.52,Yes,Cotton,Black,86
17195,Sports,219.84,No,Cotton,Yellow,22
91231,Health,316.53,No,Wood,White,86
27100,Health,379.6,Yes,Cotton,Blue,99
12217,Sports,375.45,Yes,Metal,Black,3
3617,Sports,101.88,Yes,Wood,White,89
59637,Sports,119.88,Yes,Cotton,Red,73
70815,Sports,95.47,Yes,Plastic,Green,57
28051,Home & Garden,251.53,No,Cotton,Green,25
3872,Electronics,68.66,Yes,Cotton,Blue,33
33296,Home & Garden,122.66,Yes,Metal,Green,92
60690,Electronics,427.1,No,Leather,Green,30
90234,Electronics,476.55,Yes,Wood,White,81
42906,Electronics,77.5,Yes,Leather,Black,74
13448,Home & Garden,247.74,No,Wood,White,68
3354,Sports,160.98,Yes,Plastic,White,56
20977,Electronics,365.21,No,Cotton,Yellow,39
87770,Electronics,275.59,No,Leather,White,20
39067,Health,381.75,Yes,Metal,Red,77
10820,Health,179.42,Yes,Leather,Yellow,38
13410,Clothing,217.18,Yes,Wood,Blue,6
92301,Clothing,361.5,No,Metal,Yellow,52
540,Sports,359.24,No,Metal,Red,93
30032,Home & Garden,200.21,No,Wood,Yellow,57
94747,Health,345.02,Yes,Cotton,Yellow,54
85484,Sports,487.62,Yes,Wood,Green,31
31153,Sports,143.82,Yes,Metal,Black,43
64454,Health,220.44,Yes,Cotton,White,58
84498,Health,56.96,Yes,Metal,Blue,29
34228,Sports,89.81,Yes,Leather,Black,58
16568,Clothing,405.38,No,Leather,Red,72
88440,Electronics,116.63,Yes,Leather,White,39
24026,Health,389.41,No,Cotton,White,30
67585,Sports,459.93,No,Wood,Green,41
10860,Clothing,272.48,Yes,Metal,Red,60
6985,Home & Garden,161.74,Yes,Wood,White,43
56541,Electronics,423.99,No,Cotton,Red,37
63954,Health,89.5,Yes,Plastic,Yellow,13
93155,Health,232.63,No,Leather,White,17
11943,Electronics,235.86,Yes,Leather,Green,57
30343,Sports,158.49,No,Metal,Green,48
37030,Health,316.1,Yes,Wood,Blue,97
83439,Health,289.64,Yes,Metal,White,57
3920,Electronics,173.1,No,Metal,Yellow,42
15206,Electronics,320.25,Yes,Plastic,Black,81
84186,Sports,299.27,No,Leather,Green,15
78992,Health,493.56,No,Plastic,White,76
4431,Home & Garden,377.44,Yes,Metal,Green,16
83849,Home & Garden,298.16,No,Plastic,Red,15
55805,Sports,435.91,No,Metal,Yellow,88
95559,Electronics,210.3,No,Cotton,Red,95
85613,Health,150.55,Yes,Plastic,White,12
80649,Clothing,367.54,Yes,Plastic,White,5
63904,Health,16.16,No,Leather,Yellow,62
61283,Sports,259.45,No,Cotton,White,13
67047,Home & Garden,195.08,Yes,Leather,Red,35
16813,Sports,103.29,Yes,Plastic,Red,62
29804,Sports,415.85,Yes,Metal,Yellow,46
82838,Home & Garden,460.34,No,Leather,White,27
63308,Home & Garden,152.34,Yes,Metal,White,35
9584,Home & Garden,138.79,Yes,Cotton,Red,35
54580,Electronics,374.65,Yes,Plastic,Yellow,15
53863,Electronics,141.37,Yes,Metal,Green,41
30300,Sports,405.7,Yes,Metal,Red,80
64109,Clothing,244.96,Yes,Plastic,Black,10
50413,Home & Garden,92.03,No,Metal,Green,61
40034,Electronics,142.16,Yes,Cotton,Yellow,50
87199,Sports,108.52,Yes,Cotton,Blue,56
53497,Sports,160.15,No,Cotton,Green,44
62109,Clothing,268.01,Yes,Plastic,Blue,73
18871,Electronics,419.36,Yes,Wood,White,5
26697,Clothing,219.2,Yes,Metal,Green,53
5280,Sports,183.46,Yes,Plastic,White,98
94146,Sports,274.44,Yes,Leather,Yellow,16
32464,Clothing,21.57,No,Leather,White,8
83987,Home & Garden,51.82,Yes,Metal,White,23
882,Health,115.2,Yes,Cotton,Red,20
89485,Health,135.22,Yes,Leather,Yellow,61
79863,Health,46.83,Yes,Metal,Red,28
55791,Health,197.25,Yes,Cotton,Black,56
5049,Health,146.49,Yes,Cotton,Yellow,2
96727,Electronics,405.83,No,Metal,Black,40
45266,Health,24.89,Yes,Wood,Blue,52
42691,Electronics,282.66,No,Wood,White,68
38423,Health,169.87,Yes,Cotton,Red,79
81088,Electronics,36.62,Yes,Wood,Red,3
37257,Electronics,482.27,Yes,Leather,Red,35
8177,Electronics,445.15,No,Cotton,Red,51
80415,Electronics,253.78,No,Leather,Blue,13
17047,Health,107.94,No,Plastic,Yellow,65
34641,Clothing,368.81,Yes,Plastic,Blue,46
68750,Sports,33.36,No,Wood,Red,5
81799,Electronics,240.32,No,Wood,Green,54
12837,Health,423.28,Yes,Wood,Yellow,77
26957,Health,318.42,Yes,Metal,Blue,53
86377,Clothing,443.37,No,Wood,Red,42
16204,Health,164.49,Yes,Metal,Green,24
44470,Clothing,78.96,No,Plastic,White,90
64432,Health,231.24,Yes,Cotton,Green,61
97921,Home & Garden,78.63,Yes,Metal,Yellow,83
45215,Home & Garden,297.35,No,Wood,Blue,49
86558,Health,26.17,Yes,Metal,Yellow,41
39807,Clothing,278.58,Yes,Plastic,Black,59
19719,Clothing,264.62,No,Metal,Blue,50
62640,Clothing,293.14,Yes,Leather,Red,66
21303,Clothing,245.55,Yes,Cotton,White,4
85432,Health,103.54,No,Leather,Green,51
29036,Clothing,328.35,No,Wood,Blue,91
12173,Health,167.8,Yes,Cotton,Black,47
16628,Health,64.08,No,Wood,Blue,18
87052,Clothing,312.41,No,Cotton,White,88
96660,Clothing,302.28,No,Leather,Red,70
3240,Sports,102.33,Yes,Metal,White,70
86892,Health,412.76,Yes,Metal,Green,3
11309,Health,266.8,No,Cotton,Yellow,87
8088,Clothing,180.96,Yes,Metal,Red,15
95156,Health,72.34,No,Plastic,Yellow,82
8569,Home & Garden,38.88,No,Cotton,Red,13
87008,Electronics,225.27,No,Plastic,Red,71
94760,Sports,304.09,No,Metal,Green,63
94465,Sports,358.51,Yes,Leather,Yellow,39
555,Health,467.14,No,Plastic,Blue,87
45439,Health,457.15,Yes,Wood,Green,28
7177,Home & Garden,239.92,No,Wood,Red,70
88802,Clothing,130.08,No,Wood,White,72
90647,Health,227.62,No,Cotton,Blue,85
76969,Health,380.42,Yes,Cotton,White,49
49800,Clothing,276.89,Yes,Cotton,White,20
69304,Health,372.36,Yes,Metal,Blue,94
66029,Electronics,477.08,No,Leather,Blue,60
3205,Clothing,43.37,No,Cotton,Blue,34
84505,Home & Garden,490.01,Yes,Metal,Blue,36
68594,Sports,75.98,Yes,Wood,Yellow,60
82330,Electronics,178.86,Yes,Metal,Blue,62
95694,Clothing,286.27,No,Wood,Green,50
89240,Clothing,284.97,No,Leather,Green,76
54681,Electronics,239.41,No,Cotton,Black,5
417,Clothing,341.19,No,Metal,Yellow,67
20186,Health,421.32,No,Plastic,Red,88
34977,Health,494.67,Yes,Cotton,Red,26
67934,Electronics,436.07,No,Leather,Blue,95
52353,Home & Garden,453.2,No,Metal,Green,22
79998,Electronics,218.26,Yes,Metal,Yellow,20
11033,Electronics,251.22,No,Metal,Green,21
18947,Health,77.44,Yes,Metal,Green,21
78306,Clothing,94.92,No,Leather,Yellow,31
69525,Home & Garden,68.04,Yes,Plastic,Blue,4
52714,Sports,462.64,Yes,Leather,Yellow,89
56678,Health,81.91,Yes,Metal,White,61
14366,Electronics,416.7,No,Cotton,Green,1
33966,Electronics,265.46,No,Wood,Green,69
8549,Health,264.13,No,Metal,White,87
22271,Home & Garden,89.73,No,Cotton,Green,4
56908,Health,294.31,No,Cotton,Black,38
89344,Home & Garden,254.51,No,Plastic,White,76
51044,Electronics,157.31,Yes,Cotton,Green,16
91198,Electronics,487.36,Yes,Cotton,Black,88
52462,Home & Garden,304.69,No,Cotton,Green,69
96876,Clothing,361.31,Yes,Cotton,Blue,66
37086,Electronics,64.38,No,Leather,Blue,71
20660,Electronics,75.18,Yes,Leather,Green,74
8323,Clothing,85.04,No,Metal,White,74
15233,Clothing,382.2,Yes,Metal,Red,52
78502,Health,458.01,No,Cotton,White,7
58797,Health,51.61,No,Plastic,Red,81
21094,Home & Garden,25.73,Yes,Cotton,White,86
69371,Electronics,80.71,No,Cotton,Black,96
692,Health,63.98,Yes,Leather,White,89
6186,Home & Garden,18.24,Yes,Cotton,Green,67
79900,Home & Garden,70.0,No,Wood,Green,52
37019,Sports,483.14,Yes,Leather,White,66
23632,Health,182.45,No,Wood,Blue,60
10237,Sports,419.6,Yes,Cotton,Red,27
26545,Health,87.11,Yes,Cotton,Black,29
95735,Clothing,268.86,Yes,Metal,Black,35
83890,Clothing,374.93,No,Leather,Red,60
93580,Health,113.48,No,Metal,Blue,75
84307,Health,178.72,Yes,Wood,Green,27
80313,Electronics,467.39,Yes,Leather,Red,51
23561,Electronics,118.72,Yes,Wood,Yellow,71
90965,Sports,329.27,No,Wood,Red,53
93089,Health,223.55,No,Cotton,White,20
11126,Sports,100.48,No,Wood,Green,54
44986,Clothing,230.05,No,Leather,Green,61
19318,Sports,128.1,Yes,Metal,Black,37
26933,Clothing,215.16,No,Leather,Red,5
4229,Home & Garden,280.83,Yes,Leather,Blue,74
28102,Home & Garden,63.42,Yes,Wood,Black,38
53092,Electronics,393.72,No,Metal,Black,94
50901,Clothing,285.17,No,Cotton,Red,7
38013,Sports,366.21,No,Cotton,Blue,57
78218,Home & Garden,203.77,Yes,Cotton,Red,27
95232,Home & Garden,74.9,Yes,Leather,Yellow,99
36210,Electronics,264.61,Yes,Cotton,Blue,98
27109,Health,317.55,Yes,Plastic,Green,53
48758,Health,375.6,Yes,Cotton,Green,11
72994,Home & Garden,192.47,No,Wood,Green,47
46934,Sports,25.86,No,Plastic,Red,48
60144,Electronics,133.45,No,Metal,Black,71
50361,Electronics,214.69,No,Wood,Red,89
93212,Home & Garden,434.04,Yes,Metal,White,73
17914,Home & Garden,481.8,No,Cotton,Black,47
63674,Sports,342.51,No,Cotton,Black,60
85449,Home & Garden,498.8,No,Plastic,Blue,15
80714,Clothing,335.06,Yes,Metal,Blue,74
96246,Home & Garden,16.86,Yes,Plastic,Blue,33
9335,Health,102.3,No,Plastic,Blue,23
95613,Electronics,351.37,Yes,Plastic,White,31
2066,Sports,168.12,Yes,Leather,White,17
4716,Sports,54.25,No,Metal,Blue,95
48341,Clothing,436.87,No,Metal,Blue,34
91763,Electronics,240.13,Yes,Metal,Green,15
39936,Sports,18.96,Yes,Wood,Yellow,27
56611,Sports,142.11,No,Wood,Red,52
94706,Home & Garden,35.46,Yes,Cotton,Red,12
81474,Electronics,330.75,Yes,Wood,White,3
63011,Electronics,341.42,Yes,Plastic,Red,22
30047,Clothing,307.52,Yes,Wood,White,80
88956,Clothing,130.01,No,Metal,Black,3
9167,Electronics,181.95,Yes,Metal,Green,31
34356,Home & Garden,107.81,Yes,Plastic,Blue,32
63328,Clothing,176.64,No,Cotton,Green,38
49357,Sports,483.16,No,Cotton,Red,53
66229,Home & Garden,18.9,No,Wood,White,65
20598,Electronics,225.47,Yes,Metal,White,15
61966,Clothing,166.47,Yes,Wood,Blue,44
23156,Sports,131.58,Yes,Leather,Blue,45
47512,Sports,208.56,Yes,Plastic,Red,77
51022,Clothing,324.98,No,Wood,Blue,33
2311,Electronics,106.49,No,Cotton,Red,17
8204,Electronics,271.95,No,Leather,Yellow,65
11099,Electronics,292.07,No,Cotton,Blue,61
86114,Home & Garden,390.62,Yes,Wood,Black,84
39086,Electronics,339.29,Yes,Plastic,White,91
72147,Clothing,244.65,Yes,Wood,Blue,37
24525,Clothing,98.9,Yes,Wood,Red,16
61640,Sports,406.01,Yes,Wood,White,64
94799,Home & Garden,476.82,No,Plastic,Blue,76
27530,Sports,320.91,Yes,Plastic,White,67
4499,Sports,213.96,Yes,Plastic,Black,61
19149,Electronics,495.9,Yes,Plastic,Yellow,34
21982,Health,360.75,No,Leather,Green,4
93564,Home & Garden,140.49,Yes,Leather,Yellow,98
54905,Electronics,119.73,Yes,Wood,Blue,9
68542,Sports,419.16,No,Metal,Yellow,64
57842,Clothing,445.07,Yes,Plastic,Green,72
80217,Electronics,173.45,No,Leather,Blue,38
11914,Sports,428.31,Yes,Leather,Green,59
36647,Health,40.28,No,Leather,Blue,70
3325,Home & Garden,484.4,No,Metal,White,21
76763,Sports,18.92,Yes,Plastic,Red,65
52597,Clothing,20.84,No,Plastic,Yellow,46
13116,Health,474.49,No,Metal,Yellow,6
60893,Electronics,393.07,No,Plastic,White,48
75327,Health,432.81,No,Leather,Green,47
4368,Clothing,32.93,No,Cotton,Green,44
15915,Home & Garden,72.76,No,Metal,Blue,45
69529,Clothing,295.66,Yes,Plastic,Green,46
11654,Sports,262.64,No,Plastic,White,97
3995,Sports,296.88,No,Metal,Red,69
87999,Clothing,40.14,No,Cotton,Yellow,61
64772,Electronics,222.73,No,Cotton,Green,42
73579,Health,418.56,Yes,Cotton,Yellow,24
12302,Clothing,372.42,No,Plastic,Black,70
91071,Home & Garden,189.18,Yes,Metal,White,77
24012,Sports,231.05,Yes,Plastic,Blue,99
28126,Home & Garden,392.8,Yes,Metal,White,38
3403,Electronics,120.53,Yes,Leather,White,99
77771,Electronics,414.71,No,Leather,Red,67
99731,Home & Garden,146.09,Yes,Plastic,White,51
8840,Electronics,132.39,No,Wood,Black,38
43762,Sports,86.05,Yes,Cotton,Black,32
4263,Clothing,359.91,Yes,Metal,White,40
60295,Home & Garden,145.5,Yes,Plastic,Red,84
71647,Health,31.93,Yes,Wood,Black,76
82619,Sports,11.96,No,Cotton,Black,89
77059,Home & Garden,127.29,Yes,Plastic,Yellow,47
72931,Sports,409.0,Yes,Cotton,Yellow,18
85013,Health,56.6,Yes,Cotton,Black,94
45274,Home & Garden,78.66,Yes,Wood,Yellow,65
63548,Health,307.96,No,Cotton,Red,35
71061,Health,34.31,No,Plastic,Yellow,64
94863,Electronics,43.62,Yes,Plastic,Blue,81
54637,Clothing,68.7,No,Leather,Black,65
4587,Electronics,17.57,No,Cotton,Red,17
46831,Clothing,85.09,No,Cotton,Yellow,4
65020,Home & Garden,475.2,Yes,Leather,Black,46
84236,Electronics,281.56,No,Wood,Black,48
74665,Health,110.68,No,Leather,Yellow,51
96828,Clothing,401.03,No,Metal,Black,89
35706,Clothing,93.37,No,Metal,Green,40
35357,Electronics,317.24,No,Metal,Blue,32
66342,Sports,371.48,No,Leather,White,54
31468,Electronics,272.93,Yes,Wood,White,99
45990,Clothing,64.95,Yes,Leather,Red,57
4673,Sports,324.64,No,Wood,Red,27
86382,Electronics,326.17,Yes,Leather,Red,5
1205,Home & Garden,408.13,Yes,Leather,White,1
38303,Clothing,130.39,No,Metal,Blue,24
78172,Electronics,268.58,Yes,Plastic,Green,4
56903,Sports,89.47,Yes,Plastic,Red,18
66807,Electronics,376.36,Yes,Plastic,Black,9
85436,Electronics,232.19,Yes,Cotton,Red,22
13390,Clothing,163.49,Yes,Plastic,Yellow,84
83722,Clothing,26.57,No,Cotton,Blue,2
16380,Home & Garden,364.37,No,Plastic,White,73
35278,Home & Garden,474.63,Yes,Cotton,Black,77
67842,Electronics,136.65,Yes,Plastic,Blue,52
91948,Home & Garden,115.62,No,Leather,Black,34
52536,Clothing,224.91,Yes,Leather,Red,31
52762,Sports,26.25,No,Metal,Blue,20
86662,Home & Garden,319.43,No,Plastic,Yellow,28
6938,Electronics,20.58,Yes,Plastic,White,31
55438,Health,145.51,Yes,Leather,Blue,75
48424,Clothing,343.95,No,Wood,Black,35
63987,Sports,436.93,Yes,Plastic,Yellow,94
86875,Home & Garden,22.82,Yes,Metal,Blue,25
87523,Home & Garden,169.69,Yes,Leather,Green,93
32780,Home & Garden,160.76,Yes,Leather,Blue,95
42835,Health,60.47,Yes,Leather,Red,79
83410,Home & Garden,257.29,No,Metal,Black,68
48295,Home & Garden,92.68,Yes,Leather,Yellow,9
61499,Electronics,125.96,No,Plastic,Blue,46
45683,Home & Garden,226.05,No,Leather,Black,65
69763,Sports,484.33,Yes,Metal,Blue,82
49584,Sports,36.14,No,Cotton,White,27
56339,Clothing,126.4,No,Cotton,Black,52
65797,Home & Garden,188.68,No,Plastic,White,17
88881,Sports,446.54,No,Leather,Yellow,27
34471,Home & Garden,90.03,Yes,Wood,Yellow,66
32315,Health,388.68,No,Cotton,Black,17
45460,Electronics,130.46,Yes,Wood,Black,58
11098,Sports,211.17,No,Wood,Blue,22
21498,Electronics,426.4,Yes,Cotton,Yellow,8
44258,Home & Garden,282.28,No,Cotton,White,13
78929,Sports,358.59,Yes,Cotton,Red,2
87202,Sports,63.5,Yes,Plastic,Black,81
74563,Electronics,136.41,Yes,Wood,Green,21
41140,Clothing,82.46,No,Leather,Green,87
93509,Sports,274.6,No,Leather,Yellow,2
9780,Home & Garden,409.21,No,Leather,Blue,18
48880,Electronics,49.17,Yes,Plastic,Red,37
77698,Clothing,49.87,No,Cotton,White,54
43268,Clothing,495.9,Yes,Cotton,Red,37
86207,Sports,81.57,No,Metal,Yellow,37
58189,Clothing,372.49,Yes,Metal,White,57
25120,Clothing,363.14,Yes,Leather,Green,37
36588,Home & Garden,435.99,Yes,Leather,Yellow,44
13706,Health,301.76,No,Wood,Blue,53
53947,Clothing,342.74,Yes,Cotton,Green,91
71999,Home & Garden,279.3,No,Wood,Red,50
88659,Home & Garden,23.56,No,Plastic,Black,1
45673,Health,396.64,No,Wood,Yellow,60
6937,Clothing,18.08,Yes,Cotton,Black,77
8606,Clothing,193.05,Yes,Wood,White,39
32641,Sports,53.37,No,Wood,Green,5
17311,Sports,238.87,Yes,Cotton,Red,42
19267,Clothing,362.6,No,Metal,Yellow,71
14600,Electronics,241.99,Yes,Leather,Red,70
2549,Clothing,386.08,No,Wood,Yellow,63
72333,Electronics,302.52,Yes,Plastic,Green,74
13181,Sports,439.46,No,Plastic,Blue,95
74375,Home & Garden,172.45,No,Plastic,Red,1
97951,Electronics,130.28,No,Leather,Green,31
49331,Electronics,241.88,No,Plastic,Black,56
80759,Clothing,315.45,Yes,Cotton,White,54
35363,Health,140.95,Yes,Metal,White,89
58212,Electronics,212.46,Yes,Wood,Red,6
12654,Electronics,431.41,Yes,Plastic,Yellow,83
5754,Clothing,419.53,No,Plastic,Black,87
99795,Sports,376.6,No,Leather,Green,33
78324,Clothing,234.38,No,Plastic,Red,54
72714,Sports,497.63,Yes,Leather,Yellow,21
38927,Electronics,364.22,No,Wood,Blue,18
64319,Sports,266.74,Yes,Cotton,Blue,42
61839,Sports,446.07,Yes,Wood,Blue,31
57659,Sports,206.77,Yes,Leather,Yellow,33
949,Health,311.58,Yes,Leather,Black,2
19753,Clothing,484.44,No,Cotton,Yellow,50
30634,Home & Garden,454.69,No,Metal,Black,37
60313,Electronics,379.13,No,Metal,White,94
27277,Clothing,77.69,No,Wood,Blue,88
75955,Electronics,185.91,No,Wood,Green,72
13085,Home & Garden,265.13,No,Wood,Yellow,77
